Id,Category
1090,5
1091,4
1092,1
1093,4
1094,5
1095,0
1096,5
1097,5
1098,4
1099,3
1100,4
1101,3
1102,2
1103,5
1104,5
1105,4
1106,4
1107,1
1108,5
1109,4
1110,0
1111,3
1112,1
1113,4
1114,4
1115,2
1116,4
1117,5
1118,2
1119,4
1120,2
1121,3
1122,6
1123,3
1124,5
1125,1
1126,1
1127,4
1128,3
1129,3
1130,6
1131,5
1132,2
1133,3
1134,1
1135,3
1136,2
1137,0
1138,4
1139,4
1140,3
1141,5
1142,2
1143,1
1144,1
1145,5
1146,3
1147,1
1148,2
1149,0
1150,4
1151,4
1152,1
1153,2
1154,3
1155,5
1156,0
1157,6
1158,4
1159,6
1160,4
1161,6
1162,6
1163,4
1164,6
1165,6
1166,2
1167,0
1168,4
1169,0
1170,2
1171,4
1172,2
1173,6
1174,5
1175,3
1176,3
1177,4
1178,1
1179,3
1180,4
1181,4
1182,1
1183,6
1184,1
1185,0
1186,1
1187,1
1188,1
1189,1
1190,3
1191,0
1192,2
1193,3
1194,4
1195,1
1196,1
1197,5
1198,5
1199,4
1200,4
1201,4
1202,0
1203,5
1204,5
1205,2
1206,0
1207,3
1208,5
1209,1
1210,0
1211,0
1212,1
1213,4
1214,4
1215,0
1216,1
1217,6
1218,0
1219,4
1220,3
1221,5
1222,5
1223,0
1224,1
1225,1
1226,0
1227,6
1228,3
1229,5
1230,4
1231,5
1232,1
1233,1
1234,5
1235,4
1236,2
1237,0
1238,6
1239,1
1240,3
1241,3
1242,4
1243,6
1244,2
1245,0
1246,5
1247,6
1248,6
1249,5
1250,6
1251,1
1252,1
1253,3
1254,2
1255,5
1256,0
1257,1
1258,2
1259,4
1260,1
1261,5
1262,4
1263,2
1264,3
1265,3
1266,0
1267,4
1268,4
1269,5
1270,5
1271,3
1272,6
1273,5
1274,4
1275,0
1276,1
1277,1
1278,1
1279,1
1280,1
1281,4
1282,6
1283,5
1284,3
1285,0
1286,3
1287,1
1288,4
1289,2
1290,6
1291,3
1292,2
1293,1
1294,4
1295,4
1296,6
1297,4
1298,4
1299,3
1300,3
1301,6
1302,0
1303,5
1304,1
1305,5
1306,3
1307,6
1308,6
1309,1
1310,3
1311,6
1312,1
1313,0
1314,2
1315,5
1316,5
1317,6
1318,3
1319,4
1320,0
1321,2
1322,6
1323,3
1324,4
1325,6
1326,3
1327,6
1328,0
1329,4
1330,5
1331,1
1332,4
1333,5
1334,4
1335,6
1336,2
1337,0
1338,6
1339,1
1340,2
1341,3
1342,1
1343,2
1344,4
1345,3
1346,6
1347,4
1348,1
1349,1
1350,3
1351,5
1352,4
1353,2
1354,5
1355,1
1356,3
1357,2
1358,0
1359,6
1360,5
1361,1
1362,4
1363,0
1364,0
1365,6
1366,2
1367,2
1368,4
1369,6
1370,5
1371,2
1372,0
1373,2
1374,5
1375,4
1376,2
1377,1
1378,2
1379,2
1380,3
1381,1
1382,6
1383,5
1384,0
1385,6
1386,6
1387,1
1388,4
1389,3
1390,2
1391,1
1392,2
1393,2
1394,2
1395,3
1396,3
1397,5
1398,5
1399,4
1400,4
1401,2
1402,3
1403,6
1404,6
1405,2
1406,2
1407,0
1408,4
1409,5
1410,0
1411,1
1412,6
1413,3
1414,0
1415,1
1416,4
1417,0
1418,5
1419,6
1420,4
1421,5
1422,0
1423,5
1424,3
1425,2
1426,1
1427,2
1428,3
1429,4
1430,6
1431,6
1432,2
1433,6
1434,2
1435,4
1436,4
1437,6
1438,4
1439,0
1440,2
1441,0
1442,5
1443,6
1444,0
1445,1
1446,3
1447,4
1448,4
1449,4
1450,2
1451,6
1452,6
1453,5
1454,6
1455,5
1456,0
1457,6
1458,6
1459,3
1460,4
1461,5
1462,2
1463,4
1464,3
1465,0
1466,0
1467,6
1468,2
1469,3
1470,5
1471,2
1472,4
1473,1
1474,0
1475,3
1476,5
1477,3
1478,3
1479,3
1480,3
1481,3
1482,3
1483,6
1484,3
1485,2
1486,3
1487,6
1488,6
1489,4
1490,6
1491,6
1492,6
1493,1
1494,0
1495,3
1496,3
1497,3
1498,4
1499,5
1500,6
1501,0
1502,5
1503,6
1504,3
1505,1
1506,0
1507,3
1508,6
1509,3
1510,4
1511,0
1512,0
1513,3
1514,4
1515,4
1516,3
1517,6
1518,0
1519,2
1520,1
1521,4
1522,1
1523,4
1524,6
1525,3
1526,0
1527,2
1528,6
1529,4
1530,1
1531,1
1532,6
1533,4
1534,4
1535,5
1536,2
1537,3
1538,1
1539,6
1540,2
1541,5
1542,4
1543,3
1544,6
1545,1
1546,6
1547,0
1548,2
1549,2
1550,6
1551,5
1552,4
1553,2
1554,3
1555,1
1556,4
1557,5
1558,2
1559,4
1560,6
1561,6
1562,3
1563,4
1564,5
1565,3
1566,0
1567,3
1568,1
1569,5
1570,3
1571,4
1572,5
1573,5
1574,3
1575,2
1576,0
1577,5
1578,0
1579,4
1580,3
1581,4
1582,1
1583,5
1584,4
1585,0
1586,3
1587,5
1588,2
1589,5
1590,6
1591,2
1592,4
1593,2
1594,5
1595,6
1596,3
1597,0
1598,1
1599,6
1600,6
1601,1
1602,4
1603,3
1604,3
1605,4
1606,0
1607,4
1608,5
1609,3
1610,5
1611,2
1612,3
1613,6
1614,2
1615,1
1616,2
1617,2
1618,1
1619,6
1620,0
1621,4
1622,5
1623,3
1624,3
1625,6
1626,0
1627,3
1628,3
1629,3
1630,5
1631,2
1632,2
1633,4
1634,6
1635,3
1636,4
1637,4
1638,3
1639,3
1640,2
1641,0
1642,0
1643,5
1644,4
1645,2
1646,2
1647,1
1648,4
1649,5
1650,5
1651,0
1652,3
1653,4
1654,6
1655,5
1656,2
1657,1
1658,3
1659,5
1660,5
1661,2
1662,4
1663,4
1664,1
1665,3
1666,3
1667,3
1668,5
1669,1
1670,3
1671,4
1672,0
1673,0
1674,3
1675,4
1676,4
1677,3
1678,6
1679,4
1680,2
1681,4
1682,1
1683,5
1684,1
1685,6
1686,0
1687,3
1688,1
1689,6
1690,6
1691,5
1692,5
1693,0
1694,2
1695,6
1696,0
1697,1
1698,6
1699,4
1700,6
1701,2
1702,2
1703,2
1704,6
1705,1
1706,6
1707,6
1708,3
1709,4
1710,4
1711,4
1712,2
1713,0
1714,6
1715,5
1716,3
1717,5
1718,5
1719,4
1720,4
1721,6
1722,3
1723,4
1724,0
1725,5
1726,2
1727,2
1728,0
1729,4
1730,1
1731,1
1732,3
1733,3
1734,1
1735,3
1736,5
1737,4
1738,5
1739,4
1740,3
1741,3
1742,3
1743,3
1744,2
1745,1
1746,2
1747,0
1748,6
1749,1
1750,4
1751,6
1752,6
1753,1
1754,3
1755,0
1756,3
1757,5
1758,1
1759,5
1760,1
1761,3
1762,3
1763,0
1764,1
1765,3
1766,4
1767,0
1768,1
1769,3
1770,1
1771,3
1772,2
1773,6
1774,5
1775,6
1776,0
1777,6
1778,3
1779,4
1780,2
1781,6
1782,0
1783,4
1784,4
1785,1
1786,2
1787,3
1788,2
1789,1
1790,3
1791,6
1792,6
1793,4
1794,1
1795,4
1796,3
1797,1
1798,2
1799,2
1800,2
1801,2
1802,1
1803,4
1804,6
1805,2
1806,5
1807,5
1808,5
1809,2
1810,5
1811,3
1812,0
1813,1
1814,5
1815,4
1816,6
1817,3
1818,5
1819,6
1820,0
1821,5
1822,5
1823,3
1824,6
1825,5
1826,6
1827,5
1828,6
1829,4
1830,5
1831,4
1832,2
1833,5
1834,0
1835,0
1836,4
1837,6
1838,4
1839,3
1840,5
1841,1
1842,0
1843,6
1844,5
1845,0
1846,1
1847,4
1848,2
1849,5
1850,1
1851,0
1852,2
1853,4
1854,1
1855,0
1856,0
1857,6
1858,0
1859,2
1860,5
1861,1
1862,4
1863,2
1864,4
1865,4
1866,0
1867,6
1868,0
1869,6
1870,5
1871,2
1872,2
1873,1
1874,5
1875,6
1876,3
1877,4
1878,1
1879,1
1880,5
1881,6
1882,0
1883,1
1884,6
1885,4
1886,5
1887,6
1888,2
1889,2
1890,1
1891,0
1892,0
1893,6
1894,6
1895,2
1896,0
1897,5
1898,5
1899,2
1900,2
1901,2
1902,3
1903,3
1904,4
1905,3
1906,3
1907,4
1908,3
1909,2
1910,0
1911,0
1912,6
1913,1
1914,3
1915,1
1916,1
1917,4
1918,6
1919,2
1920,3
1921,4
1922,4
1923,3
1924,3
1925,6
1926,5
1927,1
1928,2
1929,2
1930,4
1931,2
1932,6
1933,2
1934,5
1935,4
1936,2
1937,2
1938,4
1939,4
1940,4
1941,6
1942,3
1943,6
1944,1
1945,1
1946,4
1947,4
1948,2
1949,5
1950,5
1951,6
1952,6
1953,0
1954,5
1955,5
1956,5
1957,1
1958,1
1959,0
1960,1
1961,1
1962,3
1963,6
1964,5
1965,2
1966,1
1967,3
1968,3
1969,6
1970,2
1971,2
1972,6
1973,1
1974,6
1975,6
1976,5
1977,2
1978,6
1979,1
1980,2
1981,2
1982,5
1983,6
1984,4
1985,3
1986,4
1987,3
1988,0
1989,6
1990,2
1991,3
1992,5
1993,2
1994,3
1995,2
1996,4
1997,3
1998,2
1999,2
2000,0
2001,3
2002,2
2003,4
2004,4
2005,1
2006,6
2007,5
2008,3
2009,1
2010,4
2011,0
2012,0
2013,5
2014,5
2015,4
2016,5
2017,1
2018,6
2019,5
2020,6
2021,5
2022,3
2023,3
2024,3
2025,5
2026,3
2027,0
2028,2
2029,2
2030,0
2031,1
2032,6
2033,3
2034,5
2035,1
2036,4
2037,0
2038,1
2039,3
2040,4
2041,2
2042,6
2043,1
2044,0
2045,3
2046,2
2047,0
2048,6
2049,4
2050,0
2051,6
2052,0
2053,0
2054,0
2055,3
2056,5
2057,5
2058,0
2059,1
2060,2
2061,6
2062,3
2063,2
2064,6
2065,1
2066,6
2067,1
2068,2
2069,2
2070,6
2071,1
2072,5
2073,5
2074,1
2075,1
2076,4
2077,6
2078,4
2079,3
2080,0
2081,1
2082,1
2083,2
2084,6
2085,2
2086,0
2087,3
2088,5
2089,5
2090,1
2091,5
2092,0
2093,4
2094,0
2095,3
2096,3
2097,2
2098,0
2099,2
2100,4
2101,6
2102,0
2103,3
2104,0
2105,2
2106,1
2107,1
2108,5
2109,1
2110,5
2111,5
2112,6
2113,5
2114,4
2115,1
2116,4
2117,6
2118,5
2119,5
2120,3
2121,2
2122,2
2123,2
2124,3
2125,2
2126,2
2127,3
2128,1
2129,5
2130,5
2131,3
2132,0
2133,1
2134,2
2135,0
2136,4
2137,2
2138,2
2139,1
2140,5
2141,3
2142,4
2143,3
2144,5
2145,2
2146,2
2147,4
2148,3
2149,1
2150,6
2151,6
2152,2
2153,3
2154,5
2155,6
2156,4
2157,3
2158,2
2159,0
2160,4
2161,6
2162,0
2163,6
2164,4
2165,2
2166,1
2167,5
2168,1
2169,3
2170,5
2171,4
2172,5
2173,1
2174,0
2175,2
2176,3
2177,0
2178,2
2179,6
2180,3
2181,5
2182,2
2183,1
2184,5
2185,2
2186,6
2187,1
2188,1
2189,4
2190,3
2191,5
2192,2
2193,6
2194,2
2195,5
2196,3
2197,6
2198,1
2199,3
2200,4
2201,4
2202,0
2203,6
2204,5
2205,2
2206,6
2207,5
2208,3
2209,6
2210,1
2211,3
2212,4
2213,2
2214,6
2215,6
2216,4
2217,0
2218,3
2219,4
2220,3
2221,0
2222,1
2223,3
2224,0
2225,2
2226,0
2227,2
2228,0
2229,5
2230,6
2231,5
2232,6
2233,5
2234,3
2235,3
2236,1
2237,5
2238,2
2239,5
2240,0
2241,2
2242,1
2243,4
2244,6
2245,5
2246,0
2247,6
2248,0
2249,6
2250,2
2251,3
2252,0
2253,3
2254,5
2255,5
2256,6
2257,4
2258,4
2259,1
2260,6
2261,6
2262,5
2263,3
2264,0
2265,1
2266,3
2267,1
2268,3
2269,1
2270,5
2271,0
2272,3
2273,6
2274,0
2275,4
2276,4
2277,5
2278,0
2279,2
2280,2
2281,1
2282,4
2283,0
2284,3
2285,3
2286,2
2287,4
2288,5
2289,0
2290,5
2291,6
2292,6
2293,5
2294,0
2295,2
2296,0
2297,6
2298,2
2299,0
2300,2
2301,1
2302,1
2303,5
2304,6
2305,2
2306,1
2307,4
2308,2
2309,6
2310,4
2311,2
2312,1
2313,1
2314,2
2315,1
2316,6
2317,3
2318,2
2319,6
2320,4
2321,0
2322,2
2323,6
2324,1
2325,4
2326,4
2327,3
2328,6
2329,3
2330,5
2331,2
2332,6
2333,3
2334,6
2335,2
2336,4
2337,0
2338,4
2339,4
2340,5
2341,1
2342,4
2343,0
2344,5
2345,0
2346,1
2347,4
2348,2
2349,0
2350,0
2351,2
2352,4
2353,0
2354,4
2355,0
2356,0
2357,1
2358,3
2359,4
2360,2
2361,1
2362,0
2363,5
2364,2
2365,6
2366,4
2367,5
2368,4
2369,3
2370,1
2371,4
2372,5
2373,0
2374,6
2375,4
2376,4
2377,1
2378,4
2379,4
2380,3
2381,6
2382,1
2383,3
2384,6
2385,2
2386,2
2387,1
2388,1
2389,1
2390,3
2391,0
2392,1
2393,4
2394,5
2395,1
2396,4
2397,3
2398,1
2399,0
2400,0
2401,0
2402,6
2403,0
2404,6
2405,3
2406,3
2407,5
2408,1
2409,6
2410,5
2411,3
2412,2
2413,5
2414,0
2415,6
2416,0
2417,4
2418,5
2419,6
2420,0
2421,6
2422,2
2423,1
2424,4
2425,6
2426,1
2427,2
2428,4
2429,2
2430,2
2431,6
2432,4
2433,6
2434,5
2435,0
2436,6
2437,2
2438,0
2439,2
2440,5
2441,3
2442,3
2443,5
2444,1
2445,2
2446,4
2447,6
2448,6
2449,6
2450,1
2451,0
2452,3
2453,5
2454,6
2455,4
2456,2
2457,3
2458,0
2459,2
2460,0
2461,6
2462,6
2463,6
2464,6
2465,0
2466,4
2467,4
2468,6
2469,5
2470,1
2471,1
2472,2
2473,3
2474,1
2475,0
2476,4
2477,1
2478,0
2479,3
2480,4
2481,6
2482,2
2483,6
2484,3
2485,3
2486,0
2487,4
2488,3
2489,0
2490,5
2491,0
2492,0
2493,2
2494,4
2495,6
2496,3
2497,3
2498,4
2499,3
2500,4
2501,0
2502,3
2503,4
2504,0
2505,0
2506,3
2507,1
2508,1
2509,3
2510,6
2511,6
2512,6
2513,3
2514,4
2515,0
2516,4
2517,4
2518,0
2519,6
2520,6
2521,0
2522,2
2523,1
2524,1
2525,3
2526,3
2527,2
2528,6
2529,3
2530,6
2531,2
2532,5
2533,0
2534,3
2535,5
2536,1
2537,1
2538,6
2539,6
2540,3
2541,5
2542,4
2543,3
2544,5
2545,5
2546,5
2547,4
2548,3
2549,5
2550,1
2551,1
2552,0
2553,0
2554,0
2555,3
2556,3
2557,4
2558,5
2559,2
2560,6
2561,5
2562,5
2563,1
2564,6
2565,2
2566,3
2567,2
2568,1
2569,5
2570,5
2571,6
2572,0
2573,0
2574,4
2575,6
2576,5
2577,1
2578,2
2579,3
2580,6
2581,2
2582,3
2583,0
2584,2
2585,5
2586,0
2587,6
2588,4
2589,5
2590,5
2591,1
2592,4
2593,0
2594,4
2595,4
2596,5
2597,1
2598,4
2599,3
2600,1
2601,4
2602,1
2603,2
2604,1
2605,3
2606,0
2607,2
2608,2
2609,6
2610,2
2611,0
2612,6
2613,6
2614,2
2615,0
2616,3
2617,3
2618,5
2619,4
2620,1
2621,6
2622,4
2623,6
2624,5
2625,0
2626,0
2627,3
2628,6
2629,0
2630,4
2631,6
2632,2
2633,5
2634,4
2635,2
2636,3
2637,3
2638,2
2639,1
2640,0
2641,6
2642,3
2643,1
2644,2
2645,3
2646,6
2647,1
2648,0
2649,3
2650,0
2651,1
2652,4
2653,4
2654,2
2655,5
2656,3
2657,1
2658,4
2659,1
2660,5
2661,6
2662,4
2663,0
2664,0
2665,1
2666,0
2667,3
2668,2
2669,2
2670,0
2671,3
2672,2
2673,5
2674,0
2675,0
2676,4
2677,5
2678,1
2679,4
2680,0
2681,1
2682,1
2683,1
2684,1
2685,5
2686,1
2687,2
2688,3
2689,4
2690,1
2691,3
2692,6
2693,0
2694,5
2695,3
2696,0
2697,2
2698,0
2699,5
2700,3
2701,4
2702,0
2703,0
2704,2
2705,0
2706,1
2707,4
2708,0
2709,3
2710,4
2711,5
2712,4
2713,2
2714,1
2715,0
2716,0
2717,0
2718,5
2719,1
2720,2
2721,4
2722,1
2723,4
2724,4
2725,1
2726,5
2727,2
2728,1
2729,5
2730,0
2731,3
2732,1
2733,4
2734,2
2735,2
2736,4
2737,1
2738,6
2739,2
2740,1
2741,6
2742,4
2743,2
2744,5
2745,2
2746,0
2747,0
2748,6
2749,5
2750,3
2751,4
2752,6
2753,0
2754,4
2755,1
2756,5
2757,5
2758,2
2759,4
2760,6
2761,5
2762,2
2763,3
2764,0
2765,4
2766,6
2767,1
2768,6
2769,5
2770,4
2771,2
2772,3
2773,5
2774,1
2775,2
2776,0
2777,1
2778,0
2779,0
2780,4
2781,5
2782,5
2783,5
2784,0
2785,0
2786,5
2787,0
2788,4
2789,3
2790,0
2791,3
2792,5
2793,3
2794,5
2795,2
2796,1
2797,4
2798,4
2799,6
2800,2
2801,3
2802,6
2803,5
2804,1
2805,6
2806,4
2807,2
2808,3
2809,2
2810,4
2811,2
2812,6
2813,4
2814,6
2815,0
2816,3
2817,4
2818,2
2819,5
2820,1
2821,2
2822,4
2823,3
2824,3
2825,2
2826,1
2827,0
2828,1
2829,4
2830,2
2831,3
2832,2
2833,6
2834,0
2835,4
2836,0
2837,6
2838,1
2839,1
2840,3
2841,0
2842,4
2843,3
2844,3
2845,6
2846,4
2847,1
2848,4
2849,1
2850,6
2851,3
2852,3
2853,5
2854,0
2855,2
2856,3
2857,5
2858,2
2859,0
2860,4
2861,3
2862,5
2863,5
2864,0
2865,4
2866,0
2867,2
2868,6
2869,0
2870,5
2871,2
2872,1
2873,6
2874,2
2875,4
2876,5
2877,0
2878,0
2879,4
2880,4
2881,2
2882,0
2883,0
2884,0
2885,2
2886,1
2887,4
2888,1
2889,6
2890,2
2891,2
2892,1
2893,6
2894,3
2895,3
2896,0
2897,1
2898,3
2899,1
2900,5
2901,1
2902,2
2903,2
2904,6
2905,5
2906,1
2907,6
2908,1
2909,2
2910,3
2911,6
2912,3
2913,5
2914,6
2915,1
2916,3
2917,3
2918,5
2919,4
2920,6
2921,4
2922,1
2923,3
2924,2
2925,3
2926,3
2927,6
2928,6
2929,1
2930,6
2931,6
2932,3
2933,3
2934,4
2935,2
2936,6
2937,4
2938,0
2939,3
2940,4
2941,6
2942,5
2943,4
2944,4
2945,1
2946,0
2947,3
2948,3
2949,5
2950,3
2951,1
2952,2
2953,4
2954,3
2955,6
2956,6
2957,6
2958,6
2959,5
2960,1
2961,0
2962,6
2963,3
2964,2
2965,5
2966,1
2967,1
2968,2
2969,4
2970,1
2971,3
2972,3
2973,2
2974,1
2975,5
2976,6
2977,6
2978,4
2979,5
2980,6
2981,5
2982,4
2983,4
2984,0
2985,5
2986,0
2987,1
2988,3
2989,3
2990,2
2991,1
2992,0
2993,1
2994,6
2995,4
2996,4
